,path,label
0,Truck/000015.jpg,8
1,electronic watch/000029.jpg,2
2,Bus/000020.jpg,0
3,Van/000007.jpg,9
4,electronic watch/000007.png,2
5,Van/000032.jpg,9
6,Taxi/000029.jpg,6
7,Van/000022.jpg,9
8,television/000029.jpg,1
9,television/000006.jpg,1
10,Van/000026.jpg,9
11,laptop/000006.jpg,3
12,Car/000037.jpg,7
13,electronic watch/000006.jpg,2
14,laptop/000034.jpg,3
15,electronic watch/000030.jpg,2
16,tablet pc/000029.jpg,5
17,Bus/000010.jpg,0
18,Taxi/000024.jpg,6
19,Truck/000022.jpg,8
20,electronic watch/000037.jpg,2
21,television/000010.jpg,1
22,Bus/000035.jpg,0
23,Bus/000025.jpg,0
24,phone/000025.jpg,4
25,tablet pc/000007.jpg,5
26,television/000008.jpg,1
27,electronic watch/000027.jpg,2
28,television/000012.jpg,1
29,television/000009.jpg,1
30,laptop/000022.jpg,3
31,Truck/000011.jpg,8
32,Bus/000006.png,0
33,electronic watch/000034.jpg,2
34,Truck/000036.jpg,8
35,Car/000004.jpg,7
36,Bus/000017.jpg,0
37,laptop/000033.jpg,3
38,phone/000038.jpg,4
39,Truck/000018.jpg,8
40,Car/000007.jpg,7
41,Truck/000027.jpg,8
42,Taxi/000031.jpg,6
43,Bus/000008.jpg,0
44,laptop/000009.jpg,3
45,Taxi/000022.jpg,6
46,electronic watch/000014.jpg,2
47,Bus/000021.jpg,0
48,Bus/000003.jpg,0
49,Truck/000005.jpg,8
50,television/000037.jpg,1
51,Truck/000031.jpg,8
52,electronic watch/000004.png,2
53,laptop/000029.jpg,3
54,Van/000035.jpg,9
55,tablet pc/000003.jpg,5
56,tablet pc/000004.jpg,5
57,Bus/000013.jpg,0
58,Truck/000002.jpg,8
59,phone/000026.jpg,4
60,laptop/000032.jpg,3
61,tablet pc/000033.jpg,5
62,Truck/000001.jpg,8
63,Taxi/000002.jpg,6
64,television/000015.jpg,1
65,electronic watch/000024.jpg,2
66,Bus/000023.jpg,0
67,Bus/000009.jpg,0
68,television/000017.jpg,1
69,television/000024.jpg,1
70,electronic watch/000023.jpg,2
71,Bus/000024.jpg,0
72,Taxi/000038.jpg,6
73,Car/000010.jpg,7
74,tablet pc/000032.jpg,5
75,Truck/000038.jpg,8
76,Taxi/000021.jpg,6
77,Truck/000034.jpg,8
78,phone/000040.jpg,4
79,Car/000031.jpg,7
80,Truck/000003.jpg,8
81,phone/000037.jpg,4
82,laptop/000037.jpg,3
83,television/000007.jpg,1
84,Bus/000014.jpg,0
85,Car/000034.jpg,7
86,television/000005.jpg,1
87,laptop/000019.jpg,3
88,Taxi/000001.jpg,6
89,Van/000010.jpg,9
90,Van/000037.jpg,9
91,laptop/000023.jpg,3
92,laptop/000024.jpg,3
93,tablet pc/000014.jpg,5
94,Taxi/000023.jpg,6
95,phone/000024.png,4
96,phone/000039.jpg,4
97,television/000027.jpg,1
98,laptop/000036.jpg,3
99,tablet pc/000037.jpg,5
100,tablet pc/000021.jpg,5
101,laptop/000025.jpg,3
102,Taxi/000028.jpg,6
103,Bus/000004.jpg,0
104,Car/000017.jpg,7
105,phone/000028.jpg,4
106,Bus/000022.jpg,0
107,television/000011.jpg,1
108,Car/000018.jpg,7
109,Truck/000029.jpg,8
110,Car/000012.jpg,7
111,Truck/000013.jpg,8
112,Taxi/000040.jpg,6
113,Bus/000031.jpg,0
114,Car/000020.jpg,7
115,tablet pc/000024.jpg,5
116,Car/000040.jpg,7
117,Van/000040.jpg,9
118,laptop/000020.jpg,3
119,Taxi/000035.jpg,6
120,Truck/000004.jpg,8
121,phone/000021.jpg,4
122,Car/000025.jpg,7
123,Car/000014.jpg,7
124,television/000019.jpg,1
125,television/000033.jpg,1
126,Taxi/000015.jpg,6
127,electronic watch/000012.png,2
128,Car/000033.jpg,7
129,Bus/000040.jpg,0
130,tablet pc/000010.jpg,5
131,Van/000039.jpg,9
132,electronic watch/000032.png,2
133,Truck/000035.jpg,8
134,phone/000029.png,4
135,Car/000026.jpg,7
136,tablet pc/000031.jpg,5
137,tablet pc/000023.jpg,5
138,phone/000011.jpg,4
139,Van/000006.jpg,9
140,laptop/000026.jpg,3
141,Taxi/000036.jpg,6
142,Truck/000033.jpg,8
143,Van/000020.jpg,9
144,Van/000018.jpg,9
145,Car/000022.jpg,7
146,television/000031.jpg,1
147,electronic watch/000035.jpg,2
148,laptop/000031.jpg,3
149,electronic watch/000013.jpg,2
150,Van/000024.jpg,9
151,Taxi/000003.jpg,6
152,Car/000005.jpg,7
153,phone/000009.jpg,4
154,laptop/000021.jpg,3
155,Taxi/000006.jpg,6
156,Taxi/000008.jpg,6
157,Taxi/000033.jpg,6
158,Truck/000009.jpg,8
159,Truck/000030.jpg,8
160,laptop/000014.jpg,3
161,tablet pc/000040.jpg,5
162,Taxi/000020.jpg,6
163,electronic watch/000001.png,2
164,tablet pc/000026.jpg,5
165,tablet pc/000006.jpg,5
166,Taxi/000017.jpg,6
167,tablet pc/000038.png,5
168,Van/000033.jpg,9
169,Van/000001.jpg,9
170,Car/000016.jpg,7
171,Truck/000037.jpg,8
172,tablet pc/000022.jpg,5
173,phone/000006.jpg,4
174,Car/000001.jpg,7
175,television/000036.jpg,1
176,Van/000023.jpg,9
177,Car/000024.jpg,7
178,phone/000019.jpg,4
179,phone/000015.jpg,4
180,Van/000003.jpg,9
181,Car/000023.png,7
182,tablet pc/000035.jpg,5
183,laptop/000007.jpg,3
184,electronic watch/000011.jpg,2
185,electronic watch/000033.jpg,2
186,Bus/000002.jpg,0
187,phone/000030.jpg,4
188,Van/000019.jpg,9
189,Van/000009.jpg,9
190,phone/000007.jpg,4
191,electronic watch/000009.jpg,2
192,Bus/000019.jpg,0
193,Bus/000026.jpg,0
194,Taxi/000025.png,6
195,Taxi/000009.jpg,6
196,laptop/000040.jpg,3
197,television/000021.jpg,1
198,Taxi/000037.jpg,6
199,laptop/000010.jpg,3
200,phone/000018.jpg,4
201,Taxi/000032.jpg,6
202,phone/000036.jpg,4
203,phone/000002.jpg,4
204,electronic watch/000002.jpg,2
205,phone/000005.jpg,4
206,Truck/000012.jpg,8
207,tablet pc/000018.jpg,5
208,Truck/000019.jpg,8
209,laptop/000013.jpg,3
210,phone/000001.jpg,4
211,electronic watch/000036.jpg,2
212,electronic watch/000015.jpg,2
213,phone/000004.jpg,4
214,electronic watch/000020.jpg,2
215,Bus/000015.jpg,0
216,electronic watch/000028.jpg,2
217,tablet pc/000025.jpg,5
218,Car/000006.jpg,7
219,tablet pc/000001.jpg,5
220,Truck/000025.jpg,8
221,laptop/000008.jpg,3
222,Van/000005.jpg,9
223,Van/000038.jpg,9
224,Taxi/000005.jpg,6
225,Bus/000037.jpg,0
226,tablet pc/000012.jpg,5
227,Bus/000001.png,0
228,television/000028.jpg,1
229,tablet pc/000011.jpg,5
230,laptop/000002.jpg,3
231,Truck/000024.jpg,8
232,Taxi/000016.jpg,6
233,Taxi/000030.jpg,6
234,electronic watch/000003.png,2
235,Van/000004.jpg,9
236,Truck/000021.jpg,8
237,Car/000009.jpg,7
238,Car/000008.jpg,7
239,Bus/000038.jpg,0
240,Truck/000008.jpg,8
241,television/000035.jpg,1
242,Car/000029.jpg,7
243,tablet pc/000015.jpg,5
244,Van/000017.jpg,9
245,Bus/000007.jpg,0
246,laptop/000028.jpg,3
247,phone/000023.jpg,4
248,Van/000002.jpg,9
249,laptop/000005.jpg,3
250,television/000026.png,1
251,phone/000017.jpg,4
252,electronic watch/000022.jpg,2
253,television/000003.jpg,1
254,laptop/000001.jpg,3
255,Taxi/000010.jpg,6
256,electronic watch/000026.jpg,2
257,electronic watch/000021.jpg,2
258,Van/000013.png,9
259,phone/000031.jpg,4
260,Van/000025.jpg,9
261,Taxi/000018.jpg,6
262,Car/000036.jpg,7
263,tablet pc/000039.jpg,5
264,Bus/000016.jpg,0
265,phone/000022.jpg,4
266,Truck/000006.jpg,8
267,television/000014.jpg,1
268,Truck/000010.jpg,8
269,Van/000030.jpg,9
270,television/000020.jpg,1
271,Van/000012.jpg,9
272,Car/000019.jpg,7
273,Taxi/000004.jpg,6
274,Truck/000014.jpg,8
275,Car/000039.jpg,7
276,tablet pc/000027.jpg,5
277,Taxi/000034.jpg,6
278,Taxi/000007.jpg,6
279,Van/000016.jpg,9
280,laptop/000038.jpg,3
281,television/000022.jpg,1
282,tablet pc/000017.jpg,5
283,Van/000031.jpg,9
284,Van/000027.png,9
285,laptop/000027.jpg,3
286,Van/000034.jpg,9
287,tablet pc/000019.jpg,5
288,television/000040.jpg,1
289,Bus/000018.jpg,0
290,Bus/000029.jpg,0
291,phone/000034.jpg,4
292,Car/000027.jpg,7
293,Bus/000027.jpg,0
294,laptop/000017.jpg,3
295,Car/000028.jpg,7
296,Van/000015.jpg,9
297,Van/000036.jpg,9
298,phone/000032.jpg,4
299,Car/000038.jpg,7
300,Van/000029.jpg,9
301,electronic watch/000040.jpg,2
302,Van/000014.jpg,9
303,Bus/000034.jpg,0
304,Taxi/000039.jpg,6
305,Truck/000007.jpg,8
306,Taxi/000014.jpg,6
307,phone/000033.jpg,4
308,tablet pc/000030.jpg,5
309,television/000013.jpg,1
310,phone/000016.jpg,4
311,electronic watch/000039.jpg,2
312,Taxi/000013.jpg,6
313,Car/000013.jpg,7
314,tablet pc/000020.jpg,5
315,Van/000028.jpg,9
316,Bus/000036.jpg,0
317,tablet pc/000013.jpg,5
318,Bus/000030.jpg,0
319,phone/000010.jpg,4
320,laptop/000004.jpg,3
321,Truck/000017.jpg,8
322,television/000030.jpg,1
323,phone/000012.jpg,4
324,Car/000021.jpg,7
325,laptop/000011.jpg,3
326,phone/000013.jpg,4
327,television/000039.jpg,1
328,television/000034.jpg,1
329,Taxi/000027.jpg,6
330,Van/000008.jpg,9
331,Car/000035.jpg,7
332,tablet pc/000005.jpg,5
333,laptop/000012.jpg,3
334,Bus/000033.png,0
335,Car/000015.jpg,7
336,Truck/000023.jpg,8
337,phone/000035.jpg,4
338,Bus/000011.png,0
339,tablet pc/000009.jpg,5
340,electronic watch/000031.jpg,2
341,electronic watch/000019.jpg,2
342,laptop/000035.jpg,3
343,Car/000002.jpg,7
344,laptop/000015.jpg,3
345,Truck/000028.jpg,8
346,electronic watch/000025.jpg,2
347,laptop/000030.jpg,3
348,electronic watch/000038.jpg,2
349,electronic watch/000016.jpg,2
350,television/000038.png,1
351,Truck/000032.jpg,8
352,electronic watch/000008.png,2
353,phone/000027.jpg,4
354,phone/000003.jpg,4
355,electronic watch/000005.png,2
356,tablet pc/000028.jpg,5
357,tablet pc/000008.jpg,5
358,laptop/000018.jpg,3
359,Truck/000026.jpg,8
360,tablet pc/000016.jpg,5
361,Car/000003.jpg,7
362,Taxi/000026.jpg,6
363,laptop/000003.jpg,3
364,Car/000011.jpg,7
365,Car/000032.jpg,7
366,Bus/000032.jpg,0
367,Bus/000012.jpg,0
