,path,label
0,10/Bus/000022.png,0
1,10/laptop/000034.jpg,3
2,8/television/000034.png,1
3,12/Car/000033.jpg,7
4,5/Truck/000038.jpg,8
5,3/Taxi/000017.jpg,6
6,7/tablet pc/000033.jpg,5
7,4/Truck/000025.jpg,8
8,10/electronic watch/000022.jpg,2
9,10/laptop/000006.png,3
10,4/electronic watch/000012.jpg,2
11,5/Truck/000039.jpg,8
12,4/Taxi/000025.jpg,6
13,3/Van/000021.jpg,9
14,11/electronic watch/000017.jpg,2
15,3/electronic watch/000024.jpg,2
16,4/tablet pc/000010.jpg,5
17,5/television/000037.jpg,1
18,4/Truck/000014.jpg,8
19,4/Van/000007.jpg,9
20,9/tablet pc/000034.jpg,5
21,2/laptop/000025.jpg,3
22,4/Truck/000032.jpg,8
23,8/Taxi/000025.jpg,6
24,6/Car/000028.png,7
25,7/Bus/000001.jpg,0
26,3/Bus/000016.jpg,0
27,1/Taxi/000006.jpg,6
28,8/Taxi/000023.jpg,6
29,9/tablet pc/000040.jpg,5
30,5/Van/000001.jpg,9
31,9/electronic watch/000006.jpg,2
32,9/Truck/000033.jpg,8
33,12/laptop/000020.jpg,3
34,8/tablet pc/000005.jpg,5
35,10/Van/000027.jpg,9
36,6/electronic watch/000030.jpg,2
37,4/electronic watch/000013.jpg,2
38,6/television/000012.jpg,1
39,11/tablet pc/000006.jpg,5
40,5/television/000022.jpg,1
41,8/tablet pc/000035.jpg,5
42,6/Bus/000038.png,0
43,8/Car/000013.jpg,7
44,6/electronic watch/000040.jpg,2
45,10/television/000022.png,1
46,9/television/000023.png,1
47,11/laptop/000017.jpg,3
48,6/Van/000039.jpg,9
49,6/electronic watch/000034.jpg,2
50,3/electronic watch/000037.jpg,2
51,6/tablet pc/000019.jpg,5
52,3/Truck/000020.jpg,8
53,1/tablet pc/000010.jpg,5
54,4/Taxi/000017.jpg,6
55,10/phone/000040.jpg,4
56,12/Taxi/000014.jpg,6
57,3/electronic watch/000018.jpg,2
58,10/phone/000026.jpg,4
59,2/laptop/000004.jpg,3
60,6/Truck/000031.jpg,8
61,7/Taxi/000015.jpg,6
62,11/Truck/000027.jpg,8
63,8/phone/000003.jpg,4
64,5/television/000019.jpg,1
65,1/Car/000010.jpg,7
66,4/electronic watch/000015.jpg,2
67,10/Truck/000015.jpg,8
68,1/tablet pc/000031.jpg,5
69,2/Van/000008.jpg,9
70,4/laptop/000036.jpg,3
71,9/Van/000012.jpg,9
72,12/Bus/000014.jpg,0
73,1/Car/000008.jpg,7
74,9/tablet pc/000018.jpg,5
75,7/television/000033.jpg,1
76,4/phone/000040.jpg,4
77,4/electronic watch/000010.jpg,2
78,8/Bus/000037.jpg,0
79,8/Truck/000018.jpg,8
80,9/tablet pc/000037.jpg,5
81,10/Car/000032.jpg,7
82,8/Bus/000006.jpg,0
