,path,label
0,tablet pc/000029.png,5
1,television/000038.jpg,1
2,Van/000038.jpg,9
3,laptop/000029.jpg,3
4,laptop/000039.jpg,3
5,television/000008.jpg,1
6,Taxi/000005.jpg,6
7,tablet pc/000008.jpg,5
8,electronic watch/000008.jpg,2
9,electronic watch/000022.jpg,2
10,Bus/000014.jpg,0
11,electronic watch/000031.jpg,2
12,Taxi/000031.jpg,6
13,Bus/000022.jpg,0
14,phone/000033.jpg,4
15,tablet pc/000018.jpg,5
16,electronic watch/000012.jpg,2
17,electronic watch/000032.jpg,2
18,Truck/000040.jpg,8
19,electronic watch/000019.jpg,2
20,Truck/000035.jpg,8
21,Bus/000020.jpg,0
22,tablet pc/000035.jpg,5
23,electronic watch/000029.jpg,2
24,Truck/000026.jpg,8
25,Van/000033.png,9
26,Truck/000037.jpg,8
27,phone/000038.jpg,4
28,Bus/000006.jpg,0
29,electronic watch/000003.jpg,2
30,phone/000015.jpg,4
31,tablet pc/000007.jpg,5
32,Car/000029.jpg,7
33,phone/000013.jpg,4
34,Truck/000038.jpg,8
35,Bus/000030.png,0
36,television/000029.jpg,1
37,laptop/000007.jpg,3
38,Car/000013.jpg,7
39,Car/000018.jpg,7
40,Bus/000004.jpg,0
41,laptop/000031.jpg,3
42,tablet pc/000015.jpg,5
43,electronic watch/000036.jpg,2
44,Car/000016.jpg,7
45,Car/000040.jpg,7
46,Car/000015.jpg,7
47,laptop/000025.jpg,3
48,electronic watch/000039.jpg,2
49,Taxi/000012.jpg,6
50,phone/000036.jpg,4
51,television/000017.jpg,1
52,electronic watch/000011.jpg,2
53,Taxi/000009.jpg,6
54,Taxi/000002.jpg,6
55,Van/000024.jpg,9
56,Bus/000033.jpg,0
57,phone/000027.jpg,4
58,television/000026.jpg,1
59,Car/000007.jpg,7
60,tablet pc/000019.jpg,5
61,Van/000023.jpg,9
62,electronic watch/000025.jpg,2
63,phone/000006.jpg,4
64,electronic watch/000007.jpg,2
65,Taxi/000039.jpg,6
66,Bus/000011.jpg,0
67,Truck/000016.jpg,8
68,Car/000021.jpg,7
69,tablet pc/000040.jpg,5
70,tablet pc/000037.jpg,5
71,Car/000012.jpg,7
72,Van/000022.jpg,9
73,Truck/000005.jpg,8
74,Bus/000035.jpg,0
75,Van/000026.jpg,9
76,television/000019.jpg,1
77,tablet pc/000032.jpg,5
78,Taxi/000013.jpg,6
79,laptop/000034.jpg,3
80,laptop/000002.jpg,3
81,Truck/000008.jpg,8
82,Van/000010.jpg,9
83,electronic watch/000016.jpg,2
84,Bus/000015.jpg,0
85,Bus/000036.jpg,0
86,Van/000008.jpg,9
87,electronic watch/000037.jpg,2
88,Bus/000025.jpg,0
89,laptop/000019.jpg,3
90,phone/000020.jpg,4
91,tablet pc/000034.jpg,5
92,Truck/000030.jpg,8
93,Bus/000002.jpg,0
94,laptop/000014.jpg,3
95,television/000021.jpg,1
96,Car/000032.jpg,7
97,Taxi/000021.jpg,6
98,Van/000014.jpg,9
99,Taxi/000024.jpg,6
100,laptop/000022.jpg,3
101,television/000030.jpg,1
102,electronic watch/000004.jpg,2
103,tablet pc/000030.jpg,5
104,phone/000034.jpg,4
105,Van/000035.jpg,9
106,television/000005.jpg,1
107,electronic watch/000018.jpg,2
108,tablet pc/000003.jpg,5
109,Car/000014.jpg,7
110,Van/000012.jpg,9
111,Bus/000027.jpg,0
112,Car/000037.jpg,7
113,Taxi/000030.jpg,6
114,phone/000024.jpg,4
115,Van/000020.png,9
116,Truck/000009.jpg,8
117,Truck/000020.jpg,8
118,Truck/000021.jpg,8
119,Bus/000013.jpg,0
120,phone/000021.jpg,4
121,electronic watch/000033.jpg,2
122,laptop/000040.jpg,3
123,tablet pc/000012.jpg,5
124,Taxi/000015.jpg,6
125,phone/000009.jpg,4
126,phone/000014.jpg,4
127,Truck/000011.jpg,8
128,laptop/000037.jpg,3
129,Van/000002.png,9
130,Truck/000013.jpg,8
131,Taxi/000022.jpg,6
132,Truck/000024.jpg,8
133,Bus/000001.jpg,0
134,phone/000011.jpg,4
135,tablet pc/000039.jpg,5
136,tablet pc/000004.jpg,5
137,Truck/000018.jpg,8
138,television/000003.jpg,1
139,Truck/000019.jpg,8
140,Truck/000012.jpg,8
141,Truck/000039.jpg,8
142,laptop/000021.jpg,3
143,television/000015.jpg,1
144,Van/000017.jpg,9
145,laptop/000010.jpg,3
146,phone/000001.png,4
147,electronic watch/000015.jpg,2
148,television/000033.jpg,1
149,tablet pc/000027.jpg,5
150,Taxi/000006.jpg,6
151,television/000036.jpg,1
152,electronic watch/000038.jpg,2
153,laptop/000013.jpg,3
154,phone/000002.jpg,4
155,Bus/000003.png,0
156,Truck/000003.jpg,8
157,television/000031.jpg,1
158,Bus/000040.jpg,0
159,television/000009.png,1
160,television/000007.jpg,1
161,Taxi/000010.jpg,6
162,Van/000001.jpg,9
163,Car/000039.jpg,7
164,phone/000008.jpg,4
165,Truck/000034.jpg,8
166,Car/000026.jpg,7
167,electronic watch/000013.jpg,2
168,phone/000028.jpg,4
169,laptop/000028.jpg,3
170,Bus/000024.jpg,0
171,Car/000009.jpg,7
172,television/000028.jpg,1
173,Car/000034.jpg,7
174,phone/000018.jpg,4
175,tablet pc/000013.jpg,5
176,Bus/000029.png,0
177,television/000018.jpg,1
178,Van/000021.jpg,9
179,phone/000003.jpg,4
180,laptop/000006.jpg,3
181,Truck/000025.jpg,8
182,Car/000019.jpg,7
183,Truck/000006.jpg,8
184,electronic watch/000040.jpg,2
185,Bus/000032.jpg,0
186,laptop/000033.jpg,3
187,laptop/000026.jpg,3
188,Car/000001.jpg,7
189,Car/000008.jpg,7
