,path,label
0,12/electronic watch/000004.jpg,2
1,5/Car/000022.jpg,7
2,8/tablet pc/000010.jpg,5
3,10/Car/000029.jpg,7
4,9/Bus/000040.jpg,0
5,4/Taxi/000016.jpg,6
6,11/laptop/000037.jpg,3
7,6/Bus/000009.jpg,0
8,11/Bus/000021.jpg,0
9,6/tablet pc/000034.jpg,5
10,12/Taxi/000028.jpg,6
11,11/laptop/000011.jpg,3
12,8/phone/000027.jpg,4
13,11/Van/000033.jpg,9
14,5/Van/000028.jpg,9
15,5/Taxi/000026.jpg,6
16,1/electronic watch/000029.jpg,2
17,6/Car/000038.jpg,7
18,3/television/000038.jpg,1
19,11/phone/000005.jpg,4
20,6/Bus/000022.jpg,0
21,1/Bus/000026.jpg,0
22,12/electronic watch/000032.jpg,2
23,8/Truck/000011.jpg,8
24,10/tablet pc/000034.jpg,5
25,10/phone/000017.jpg,4
26,1/Bus/000021.jpg,0
27,8/Bus/000006.jpg,0
28,2/Taxi/000031.jpg,6
29,10/electronic watch/000034.jpg,2
30,5/phone/000034.jpg,4
31,11/Van/000024.jpg,9
32,7/television/000016.jpg,1
33,8/Bus/000008.jpg,0
34,1/television/000018.jpg,1
35,8/Truck/000039.jpg,8
36,6/laptop/000003.jpg,3
37,4/Taxi/000034.jpg,6
38,8/Van/000005.jpg,9
39,6/phone/000009.png,4
40,11/television/000033.jpg,1
41,4/electronic watch/000004.jpg,2
42,4/Van/000020.jpg,9
43,12/tablet pc/000038.png,5
44,9/Bus/000024.jpg,0
45,11/Car/000012.jpg,7
46,12/laptop/000013.jpg,3
47,5/television/000012.jpg,1
48,7/television/000033.jpg,1
49,11/Truck/000038.jpg,8
50,5/Van/000039.jpg,9
51,7/Car/000010.jpg,7
52,9/television/000017.jpg,1
53,3/television/000012.jpg,1
54,10/laptop/000021.jpg,3
55,6/laptop/000016.jpg,3
56,2/electronic watch/000018.jpg,2
57,8/television/000013.jpg,1
58,9/Taxi/000015.jpg,6
59,5/electronic watch/000036.jpg,2
60,3/Taxi/000002.jpg,6
61,1/laptop/000002.jpg,3
62,3/electronic watch/000007.jpg,2
63,4/Taxi/000004.jpg,6
64,1/tablet pc/000023.jpg,5
65,11/Taxi/000012.jpg,6
66,9/Taxi/000010.jpg,6
67,3/Van/000028.jpg,9
68,11/television/000030.jpg,1
69,8/Van/000015.jpg,9
